Site ID,Site Name,Site Name (ar),Alternative Name,Displacement Type,Site Status,Managing Agency,Implementing Partner,FinalImplementingPartner,Funding-Implementing,Governorate,adm2,Neighborhood,adm 4,Latitude,Longitude,Accessibility,Updating Agency,Type of Visit,Total Inv,Total HH,Males 0-5,Females 0-5,Males 6-17,Females 6-17,Males 18-60,Females 18-60,Males 60+,Females 60+,Population change last month,HH departed (last 30 days),Indv departed (last 30 days),HH arrived (last 30 days),Indv arrived (last 30 days),Female headed HH (18-59 years),Child headed (0-17) HH,Unaccompanied Children,Persons with disabilities,Persons with chronic illnesses,Pregnant/ lactating women (PLW)
KYS4476,Al Qawasma,القواسمة,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38031867,34.30312454,Accessible,PHC,In person visit,2435,641,188,187,423,429,506,585,49,68,"People have left, People have arrived",20,100,15,75,70,7,7,15,200,200
KYS4667,Al Amal Site,مخيم الامل,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Jala'a,27002100,31.377972,34.304917,Accessible,PARC,In person visit,1565,313,,,,,,,,,No changes,,,,,30,5,45,50,70,60
KYS4806,Al Fajer Al-Shababy Aljadid,مخيم الفجر الشبابي الجديد,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Jala'a,27002100,31.373268,34.31936,Accessible,PARC,In person visit,3250,650,,,,,,,,,No changes,,,,,70,10,60,50,90,100
KYS4990,Al-Nakheel Al-Iqlimi,النخيل الاقليمي,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.33915549,34.25514898,Accessible,DRC,In person visit,2465,476,,,,,,,,,People have arrived,,,5,30,93,0,0,56,128,155
KYS4991,Al-Nakheel Al-Iqlimi 2,النخيل الاقليمي 2 ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.33759383,34.25650774,Accessible,DRC,In person visit,985,188,,,,,,,,,People have arrived,,,5,30,50,0,0,30,60,85
KYS4993,Al Majd 2,المجد 2,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.33749055,34.25834771,Accessible,DRC,In person visit,976,180,,,,,,,,,No changes,,,,,40,0,0,4,35,40
KYS5005,Al-Zaitoon,موقع الزيتون,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.3909626,34.3115085,Accessible,ACTED,In person visit,1045,209,,,,,,,,,People have arrived,,,3,15,37,0,0,47,80,100
NGZ4165,Al Nadi,النادي,,Makeshift site,Active,DRC,PARC,PARC,DRC/PARC,North Gaza,255,An Nahdah,25505136,31.53600415,34.47997989,Accessible,PARC,In person visit,830,166,,,,,,,,,No changes,,,,,10,0,15,10,40,50
NGZ4169,Bitona,بيتونة,أرض المنتزه بيتنا,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Ibad Ar-Rahman,25505137,31.54369222,34.4769267,Accessible,ACTED,In person visit,626,160,,,,,,,,,People have arrived,,,22,100,33,0,0,22,2,36
NGZ4172,Shohibr,شوهيبر,أرض شحبير,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.54698966,34.46540835,Accessible,ACTED,In person visit,490,96,,,,,,,,,People have arrived,,,20,120,16,0,50,14,9,40
NGZ4173,Morabeteen 2,المرابطين 2,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.54802393,34.46143656,Accessible,ACTED,In person visit,150,30,,,,,,,,,No changes,,,,,12,0,0,5,22,4
NGZ4181,Munatazah Alsafatwui,منتزة الصفطاوي,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Ibad Ar-Rahman,25505137,31.53972465,34.47997687,Accessible,ACTED,In person visit,1025,205,,,,,,,,,People have arrived,,,12,60,54,2,0,18,30,152
NGZ4183,Ard Mariot,ارض ماريوت,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.5553363,34.46287395,Accessible,ACTED,In person visit,175,35,,,,,,,,,People have arrived,,,25,60,1,0,0,2,5,2
NGZ4871,Al-Esraa 1,الاسراء1,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Salateen,2550129,31.549823,34.4794099,Accessible,DRC,In person visit,2269,598,,,,,,,,,No changes,,,,,87,3,0,62,68,157
NGZ5092,Al-Esraa 2,الاسراء2,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Mashroo Amer wal Isra'a,25501130,31.554817,34.472354,Accessible,DRC,In person visit,4662,1003,,,,,,,,,No changes,,,,,104,17,3,165,240,217
RFH4985,Ajyal 2,أجيال 2,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Mawasi (east),27501156,31.33464344,34.2593973,Accessible,DRC,In person visit,1095,214,,,,,,,,,No changes,,,,,16,0,7,30,61,39
RFH4986,Al Karama,الكرامة,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Mawasi (east),27501156,31.331541,34.261733,Accessible,DRC,In person visit,775,160,,,,,,,,,No changes,,,,,8,0,0,10,32,41
RFH4994,Al Majd 3,المجد الاقليمي 3,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Mawasi (east),27501156,31.33650291,34.25758166,Accessible,DRC,In person visit,1186,263,,,,,,,,,No changes,,,,,33,1,0,15,72,45
RFH5081,Al Waed,مخيم الوعد,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Mawasi (east),27501156,31.33101078,34.25699681,Accessible,DRC,In person visit,1200,216,,,,,,,,,No changes,,,,,30,0,0,20,50,30
RFH5288,Naseem Al Sultan,نسيم السلطان,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Mawasi (east),27501156,31.33460121,34.25568052,Accessible,DRC,In person visit,846,185,,,,,,,,,No changes,,,,,32,5,2,10,35,45
DEB0148,Abdel Karim Al-Aklouk School,مدرسة عبد الكريم العكلوك,,Collective Centre (non-UNRWA),Active,IOM,CESVI,CESVI,IOM/CESVI,Deir Al-Balah,265,Al Hikr,2651093,31.41614126,34.34994134,Accessible,CESVI,In person visit,970,232,70,65,190,180,205,200,25,35,No changes,,,,,21,2,4,10,120,35
DEB2368,Al-Fajr,الفجر,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40382,34.32154,Accessible,PARC,In person visit,660,132,,,,,,,,,People have left,12,60,,,12,0,0,7,22,23
DEB4552,Al-Azza camp,مخيم العزة,,Makeshift site,Active,MAAN,,MAAN,MAAN,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.409254,34.331665,Accessible,PARC,In person visit,1380,276,,,,,,,,,"People have left, People have arrived",50,250,11,55,43,5,5,11,85,13
DEB5053,Sunbulat  Al Khair,سنبلة الخير,ابو خوصة,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,An Nuseirat,26501147,31.4595983,34.382275,Accessible,ACTED,In person visit,650,150,,,,,,,,,People have arrived,,,4,24,20,2,1,8,25,40
DEB5226,Al-Riyad,الرياض,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.405944,34.327194,Accessible,PARC,In person visit,1150,230,,,,,,,,,"People have left, People have arrived",25,125,30,150,45,3,1,7,35,15
DEB5230,Al-Saleh,الصالح,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Al Hikr,2651093,31.406361,34.338472,Accessible,PARC,In person visit,725,145,,,,,,,,,"People have left, People have arrived",20,100,6,30,23,0,0,3,30,4
DEB5232,Al-Sham,الشام,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.408167,34.328222,Accessible,PARC,In person visit,1750,350,,,,,,,,,"People have left, People have arrived",150,750,7,35,35,3,4,41,20,12
DEB5244,Al-Wehda,الوحدة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.41025,34.330556,Accessible,PARC,In person visit,1250,250,,,,,,,,,People have left,180,900,,,5,0,0,2,5,7
DEB5316,Zahra Al-Wadi,زهرة الوادي,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.406028,34.320056,Accessible,PARC,In person visit,700,140,,,,,,,,,"People have left, People have arrived",70,350,6,30,10,10,0,3,4,15
GZA0379,Abd Almalik Bin Marwan,عبد الملك بين مروان,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.52987,34.47051,Accessible,ACTED,In person visit,260,60,,,,,,,,,No changes,,,,,5,1,0,3,7,8
GZA0380,Amr Ibn Al-Aas School,مدرسة عمرو بن العاص,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.52819,34.47462,Accessible,ACTED,In person visit,300,50,,,,,,,,,People have arrived,,,15,75,5,0,0,4,20,10
GZA2119,Al Huda Elementary School,مدرسة الهدى الابتدائية,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.53615,34.46645,Accessible,ACTED,In person visit,423,100,25,32,45,84,115,105,10,7,No changes,,,,,6,0,0,8,30,23
GZA3028,Bab Al Hara site,باب الحارة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.5333,34.46823,Accessible,ACTED,In person visit,1100,180,,,,,,,,,People have arrived,,,10,50,20,10,25,10,20,25
GZA4129,Al-Zouhoor 1,مخيم الزهور 1,,Makeshift site,Active,IOM,PHC,PHC,IOM/PHC,Gaza,260,An Naser-Gaza,2600123,31.534715,34.451937,Accessible,PHC,Phone interview,399,126,,,,,,,,,No changes,,,,,18,0,0,7,6,2
GZA4142,Al Zahraa camp,الزهراء ,,Makeshift site,Active,IOM,PHC,PHC,IOM/PHC,Gaza,260,Northern Remal,2600118,31.525774,34.452537,Accessible,PHC,Phone interview,861,170,,,,,,,,,No changes,,,,,13,1,1,1,20,15
GZA4147,Musab bin Omair School,ايواء مدرسة مصعب بن عمير,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.529605,34.471199,Accessible,ACTED,In person visit,400,60,,,,,,,,,No changes,,,,,10,0,0,8,20,18
GZA4150,Sheikh Abdullah Al-Dahyan School - Sheikh Radwan,ايواء مدرسة الشيخ عبد الله الدحيان - الشيخ رضوان,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.530151,34.469916,Accessible,ACTED,In person visit,380,85,,,,,,,,,No changes,,,,,12,0,0,5,20,10
GZA4151,Abdul Rahman Bin Awf,عبد الرحمن بين أوف,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.53040287,34.47009726,Accessible,ACTED,In person visit,300,60,,,,,,,,,No changes,,,,,12,1,1,1,0,23
GZA4158,Asma Bint Abi Bakr School,مدرسة اسماء بنت ابي بكر,غرب بركة الشيخ رضوان,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.529952,34.470497,Accessible,ACTED,In person visit,250,50,,,,,,,,,No changes,,,,,6,0,0,3,30,15
GZA4365,Al Sabah,الصباح,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.529348,34.4701842,Accessible,ACTED,In person visit,690,158,,,,,,,,,People have arrived,,,5,25,22,0,0,10,30,100
GZA4440,Ard Al saraya,موقع ايواء ارض السرايا,,Makeshift site,Active,IOM,CESVI,CESVI,IOM/CESVI,Gaza,260,Southern Remal,2600119,31.513378,34.449562,Accessible,CESVI,In person visit,1361,278,111,95,257,201,338,315,25,19,People have arrived,,,28,123,33,0,0,28,110,74
GZA4744,Alrafedain,مخيم الرافدين,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Ash Sheikh Radwan,2600116,31.536738,34.466195,Accessible,ACTED,In person visit,317,115,23,19,54,62,69,78,5,7,No changes,,,,,7,0,31,12,10,19
GZA4852,Al-Asdiqa',الأصدقاء,,Makeshift site,Active,PHC,,PHC,PHC,Gaza,260,Southern Remal,2600119,31.515591,34.4348246,Accessible,PARC,In person visit,380,72,,,,,,,,,No changes,,,,,13,0,0,5,1,15
GZA4863,Ahel Alsheshan,اهل الشيشان,,Makeshift site,Active,PHC,,PHC,PHC,Gaza,260,An Naser-Gaza,2600123,31.5436917,34.456783,Accessible,PHC,In person visit,510,100,,,,,,,,,No changes,,,,,30,0,0,2,25,15
GZA4983,Al-Somood,موقع الصمود,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Az Zaitoun,2600122,31.4918317,34.4404105,Accessible,DRC,In person visit,1340,250,,,,,,,,,People have arrived,,,6,28,19,0,0,9,26,18
GZA5109,Al-Muntar,موقع المنطار,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,As Sabra,2600114,31.5114115,34.44335819,Accessible,DRC,In person visit,124,26,12,12,20,14,34,32,0,0,No changes,,,,,4,0,0,2,5,7
GZA5192,Al-Adl Wal-Awqaf,العدل والاوقاف,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.517306,34.435548,Accessible,PARC,In person visit,670,120,,,,,,,,,No changes,,,,,15,4,0,3,30,6
GZA5194,Al-Baraka 2,البركة 2,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,An Naser-Gaza,2600123,31.5430802,34.4549185,Accessible,PHC,In person visit,520,105,,,,,,,,,People have arrived,,,12,60,15,0,0,5,50,15
GZA5196,Al-Dewan camp,مخيم الديوان,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5179181,34.4364388,Accessible,PARC,In person visit,450,98,,,,,,,,,No changes,,,,,10,1,0,7,18,15
GZA5245,Mahfouz Al-Nahnah Al-Jazairi School,مدرسة محفوظ النحناح الجزائري,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.516139,34.434667,Accessible,PARC,In person visit,450,71,,,,,,,,,No changes,,,,,12,2,0,4,45,10
GZA5261,Diwan Al-Muazafin,ديوان الموظفين,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.517306,34.435548,Accessible,PARC,In person visit,600,100,,,,,,,,,No changes,,,,,7,0,0,7,30,9
GZA5264,Filastin Almustaqbal,فلسطين المستقبل,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.517306,34.435548,Accessible,PARC,In person visit,750,120,,,,,,,,,No changes,,,,,8,0,0,30,54,30
GZA5285,Marina,مارينا,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5282979,34.4382028,Accessible,ACTED,In person visit,240,47,,,,,,,,,No changes,,,,,7,0,0,10,15,11
GZA6035,Ansar 4 Site,مخيم انصار 4,,Makeshift site,Active,IOM,CESVI,CESVI,IOM/CESVI,Gaza,260,Southern Remal,2600119,31.51851526,34.43484634,Accessible,CESVI,In person visit,686,160,37,39,61,46,241,240,8,14,People have arrived,,,5,28,25,0,0,4,50,35
GZA6046,Nadi Al-Jazeera site,موقع نادي الجزيرة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.529378,34.439391,Accessible,ACTED,In person visit,560,120,,,,,,,,,People have arrived,,,13,13,10,1,3,45,20,18
KYS1120,Hay Al-Salam,حى السلام,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3478,34.27064,Accessible,PARC,In person visit,4000,800,,,,,,,,,"People have left, People have arrived",50,250,15,75,141,0,12,63,263,100
KYS1653,Al- Shatt,الشط,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38677668,34.29192867,Accessible,PHC,In person visit,1388,305,,,,,,,,,People have left,3,22,,,22,5,5,13,227,165
KYS1657,Mena Allah,منة الله,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.3849465,34.2952873,Accessible,PHC,In person visit,1250,254,,,,,,,,,No changes,,,,,60,0,2,20,50,30
KYS1669,Arab 1,1العرب,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.383775,34.290616,Accessible,PHC,In person visit,866,205,29,61,206,138,175,185,48,24,No changes,,,,,30,3,0,25,90,50
KYS1800,Abu Emraan,أبو عمران,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38891124,34.30042616,Accessible,PHC,In person visit,1823,414,150,123,299,266,445,470,36,34,People have left,10,40,,,25,0,0,15,12,35
KYS1808,Janop alhedayai Camp,جنوب الهداية,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38774,34.29745,Accessible,PHC,In person visit,3535,709,,,,,,,,,No changes,,,,,15,0,0,15,100,200
KYS1812,Al-Imam Malek,الامام مالك,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.381482,34.293557,Accessible,PHC,In person visit,1452,261,,,,,,,,,"People have left, People have arrived",6,30,8,40,5,0,1,3,180,3
KYS1883,Yarmouk regional camp,مخيم اليرموك الإقليمي,Yarmouk Camp,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34474,34.27738,Accessible,PARC,In person visit,1660,332,,,,,,,,,People have left,38,190,,,7,3,0,18,40,50
KYS4079,Al-Radwan,الرضوان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3456183,34.2756,Accessible,PARC,In person visit,485,97,,,,,,,,,"People have left, People have arrived",8,40,3,15,33,0,0,2,60,15
KYS4487,Sky,سكاي,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.38291939,34.28773582,Accessible,PHC,In person visit,736,175,,,,,,,,,No changes,,,,,30,0,2,12,60,32
KYS4508,Al Awda Makeshift,مخيم العودة,,Makeshift site,Active,IOM,CESVI,CESVI,IOM/CESVI,Khan Younis,270,Al Mawasi,27002154,31.348056,34.251586,Accessible,CESVI,In person visit,3901,779,305,416,612,702,751,864,110,141,People have arrived,,,3,18,68,0,0,9,261,49
RFH4678,Wahj Al-Hayat,موقع وهج الحياة,,Makeshift site,Active,DRC,,DRC,DRC,Rafah,275,Al Muharrarat,27501116,31.340811,34.241482,Accessible,DRC,In person visit,334,72,16,15,30,35,115,106,10,7,No changes,,,,,17,0,21,2,21,10
RFH4813,Al Ahrar,موقع الأحرار,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Muharrarat,27501116,31.33782804,34.24493216,Accessible,DRC,In person visit,1086,231,,,,,,,,,"People have left, People have arrived",1,5,3,14,27,1,2,9,80,47
RFH4831,Al-Manara,موقع المنارة,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Muharrarat,27501116,31.334974,34.247553,Accessible,DRC,Phone interview,620,142,,,,,,,,,People have arrived,,,10,37,23,1,1,0,22,7
DEB2767,Rashid al-Bahri Camp,مخيم رشيد البحري,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Ar Rasheed,2650595,31.43702,34.35015,Accessible,IOM,In person visit,1665,356,,,,,,,,,No changes,,,,,57,0,1,15,63,60
DEB5259,Deir al-Balah Club,نادي خدمات دير البلح ,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir al Balah Camp,26509185,31.42508,34.33834,Accessible,PARC,In person visit,1010,202,,,,,,,,,"People have left, People have arrived",35,175,25,125,18,0,1,0,0,9
DEB5276,Karim Al-Ataa,كريم العطاء,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.409729,34.326745,Accessible,PARC,In person visit,1225,245,,,,,,,,,"People have left, People have arrived",37,185,4,20,28,2,2,7,40,12
DEB5299,Sanaoud Yawman,سنعود يوما,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.412551,34.326662,Accessible,PARC,In person visit,4160,832,,,,,,,,,People have arrived,,,188,940,29,0,3,9,47,19
DEB5377,Akkaa,مأوى عكا,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Ar Rasheed,2650595,31.4341664,34.352133,Accessible,IOM,In person visit,590,118,,,,,,,,,No changes,,,,,27,1,4,15,26,31
GZA2126,Ahmed Shawky School,مدرسة احمد شوقي,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.51562143,34.44544841,Accessible,IOM,In person visit,620,122,,,,,,,,,No changes,,,,,10,0,0,2,58,21
GZA4061,Soltit Al-Taqa - Dewan Almazalm,سلطة الطاقة وديوان المظالم,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.522501,34.44307,Accessible,ACTED,In person visit,1124,187,,,,,,,,,People have arrived,,,2,12,35,0,0,3,40,25
GZA4199,Al Azahra University Parking,مواقف جامعة الأزهر,Al Azhar University ,Makeshift site,Active,IOM,PHC,PHC,IOM/PHC,Gaza,260,Southern Remal,2600119,31.51622961,34.43847353,Accessible,PARC,In person visit,1200,223,,,,,,,,,"People have left, People have arrived",2,6,7,20,40,1,0,54,40,20
GZA4867,Abu Haseera,أرض أبو حصيرة,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.52853,34.4392147,Accessible,ACTED,In person visit,30,6,2,3,9,2,7,7,0,0,No changes,,,,,1,0,0,5,3,2
GZA4907,Al -Thkafa camp,مخيم الثقافة ,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5144246,34.4440402,Accessible,IOM,In person visit,800,156,,,,,,,,,No changes,,,,,21,0,0,7,47,15
GZA4952,Abu Haseera 2,أرض أبو حصيرة,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5282918,34.4393097,Accessible,ACTED,In person visit,21,3,2,1,4,5,5,3,1,0,No changes,,,,,0,0,0,0,2,1
GZA4958,Al-Baraka,البركة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5210678,34.4455437,Accessible,ACTED,In person visit,150,30,,,,,,,,,People have arrived,,,7,14,4,0,0,1,6,8
GZA4972,Al-Misshaal,ارض المسحال,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5283902,34.4412967,Accessible,ACTED,In person visit,10,2,0,0,2,3,3,2,0,0,No changes,,,,,0,0,0,1,1,0
GZA4980,Al-Salam Al-Firdous,الفردوس,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5218861,34.4441845,Accessible,ACTED,In person visit,150,30,,,,,,,,,No changes,,,,,4,0,0,3,10,3
GZA4997,Al-Shifa 1,الشفا ١,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.522135,34.4454768,Accessible,ACTED,In person visit,175,35,,,,,,,,,No changes,,,,,8,0,0,8,30,13
GZA5004,Al wehda Site,الوحدة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.521378,34.4476901,Accessible,ACTED,In person visit,250,49,,,,,,,,,No changes,,,,,8,0,0,28,20,7
GZA5026,Gazatna Site,غزتنا,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5217637,34.4461399,Accessible,ACTED,In person visit,130,27,,,,,,,,,No changes,,,,,10,0,0,2,30,14
GZA5029,Jaafar Site,موقع جعفر,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5290091,34.4391376,Accessible,ACTED,In person visit,95,20,,,,,,,,,No changes,,,,,3,0,0,4,6,6
GZA5217,Al-Noor camp,مخيم النور ,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5159403,34.4398589,Accessible,IOM,In person visit,575,115,,,,,,,,,No changes,,,,,38,0,0,18,22,25
GZA6033,Al-Hurriya site,موقع الحرية,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.529415,34.441021,Accessible,ACTED,In person visit,800,160,,,,,,,,,People have arrived,,,7,30,9,0,0,45,80,12
KYS0839,Al Amal 1,الامل,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.379413,34.290842,Accessible,PHC,In person visit,1017,230,54,56,183,177,269,243,25,10,"People have left, People have arrived",9,40,3,15,13,0,2,0,40,30
KYS1703,Alaga Camp,موقع الاغا,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.36191,34.27101,Accessible,ACTED,In person visit,1715,343,,,,,,,,,People have left,7,35,,,25,0,0,3,30,80
KYS1841,Al Khair,الخير,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.37808,34.291898,Accessible,PHC,In person visit,598,146,48,50,85,81,144,155,12,23,No changes,,,,,10,0,0,0,11,30
KYS1933,Al faruq,الفاروق,Al Farra camp,Makeshift site,Active,IOM,ACTED,ACTED,IOM/ACTED,Khan Younis,270,Al Mawasi,27002154,31.36284,34.26862,Accessible,ACTED,In person visit,730,146,,,,,,,,,People have left,3,15,,,15,0,0,7,60,31
KYS1934,Al-mosalla,موقع المصلى,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36034,34.27296,Accessible,ACTED,In person visit,1135,227,,,,,,,,,No changes,,,,,15,0,0,5,30,80
KYS4553,Al-Da’wah Camp,مخيم الدعوة,,Makeshift site,Active,IOM,CESVI,CESVI,IOM/CESVI,Khan Younis,270,Al Mawasi,27002154,31.3555705,34.26480102,Accessible,CESVI,In person visit,2201,439,156,159,291,311,602,645,18,19,No changes,,,,,18,0,1,25,156,48
KYS5329,Al-Rayyan,الريان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.3959827,34.3180238,Accessible,IOM,In person visit,800,170,,,,,,,,,No changes,,,,,11,0,1,20,25,30
KYS5362,Al Matahen,المطاحن,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.3923857,34.3206468,Accessible,IOM,In person visit,640,128,,,,,,,,,People have left,10,50,,,25,12,0,20,100,15
KYS5364,Al Yaqin,اليقين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.3962687,34.3179412,Accessible,IOM,In person visit,750,150,,,,,,,,,People have left,15,70,,,40,0,0,20,50,10
KYS5401,Zumi w Mariam,زومي ومريم,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Qarara (west),27001153,31.397984,34.3174098,Accessible,IOM,In person visit,700,164,,,,,,,,,People have arrived,,,10,50,132,0,1,0,10,5
KYS5432,Beit Lahia Qweisme,بيت لاهيا القواسمة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.3902793,34.3213343,Accessible,IOM,In person visit,450,90,,,,,,,,,No changes,,,,,10,0,0,5,50,20
DEB5199,Al-Faraj,الفرج,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.413993,34.337402,Accessible,PARC,In person visit,925,185,,,,,,,,,No changes,,,,,4,0,0,0,5,0
